subject,object,predicate
Whale Beach,Australia,IS_LOCATED_IN
Whale Beach,253,HAS_POPULATION
Whale Beach,2107,HAS_POSTCODE
Whale Beach,lat:-33.6127,HAS_COORDINATES
Whale Beach,lon:151.327,HAS_COORDINATES
Marrickville,suburb,IS_A
Marrickville,Australia,IS_LOCATED_IN
Marrickville,26592,HAS_POPULATION
Marrickville,2204,HAS_POSTCODE
Marrickville,lat:-33.905,HAS_COORDINATES
Marrickville,lon:151.155,HAS_COORDINATES
Stanmore,suburb,IS_A
Stanmore,Australia,IS_LOCATED_IN
Stanmore,7938,HAS_POPULATION
Stanmore,2048,HAS_POSTCODE
Stanmore,lat:-33.8942,HAS_COORDINATES
Stanmore,lon:151.1644,HAS_COORDINATES
Abbotsbury,suburb,IS_A
Abbotsbury,Australia,IS_LOCATED_IN
Abbotsbury,4194,HAS_POPULATION
Abbotsbury,4253,HAS_POPULATION
Abbotsbury,2176,HAS_POSTCODE
Abbotsbury,lat:-33.875,HAS_COORDINATES
Abbotsbury,lon:150.862,HAS_COORDINATES
Abbotsford,suburb,IS_A
Abbotsford,Australia,IS_LOCATED_IN
Abbotsford,5373,HAS_POPULATION
Abbotsford,2046,HAS_POSTCODE
Abbotsford,lat:-33.8521,HAS_COORDINATES
Abbotsford,lon:151.127,HAS_COORDINATES
Glendenning,suburb,IS_A
Glendenning,Australia,IS_LOCATED_IN
Glendenning,5131,HAS_POPULATION
Glendenning,2761,HAS_POSTCODE
Glendenning,lat:-33.749,HAS_COORDINATES
Glendenning,lon:150.851,HAS_COORDINATES
Glenfield,suburb,IS_A
Glenfield,Australia,IS_LOCATED_IN
Glenfield,9633,HAS_POPULATION
Glenfield,2167,HAS_POSTCODE
Glenfield,lat:-33.965,HAS_COORDINATES
Glenfield,lon:150.893,HAS_COORDINATES
Glenfield Park,suburb,IS_A
Glenfield Park,Australia,IS_LOCATED_IN
Glenfield Park,5232,HAS_POPULATION
Glenfield Park,2650,HAS_POSTCODE
Glenfield Park,lat:-35.1361,HAS_COORDINATES
Glenfield Park,lon:147.332,HAS_COORDINATES
Glenhaven,suburb,IS_A
Glenhaven,Australia,IS_LOCATED_IN
Glenhaven,6501,HAS_POPULATION
Glenhaven,2156,HAS_POSTCODE
Glenhaven,lat:-33.7055,HAS_COORDINATES
Glenhaven,lon:151.003,HAS_COORDINATES
Glenmore Park,suburb,IS_A
Glenmore Park,Australia,IS_LOCATED_IN
Glenmore Park,23004,HAS_POPULATION
Glenmore Park,2745,HAS_POSTCODE
Glenmore Park,lat:-33.79,HAS_COORDINATES
Glenmore Park,lon:150.676,HAS_COORDINATES
Glenning Valley,suburb,IS_A
Glenning Valley,Australia,IS_LOCATED_IN
Glenning Valley,2019,HAS_POPULATION
Glenning Valley,2261,HAS_POSTCODE
Glenning Valley,lat:-33.348,HAS_COORDINATES
Glenning Valley,lon:151.418,HAS_COORDINATES
Glenorie,suburb,IS_A
Glenorie,Australia,IS_LOCATED_IN
Glenorie,3497,HAS_POPULATION
Glenorie,2157,HAS_POSTCODE
Glenorie,lat:-33.6022,HAS_COORDINATES
Glenorie,lon:151.002,HAS_COORDINATES
Glenworth Valley,suburb,IS_A
Glenworth Valley,Australia,IS_LOCATED_IN
Glenworth Valley,10,HAS_POPULATION
Glenworth Valley,2250,HAS_POSTCODE
Glenworth Valley,lat:-33.415,HAS_COORDINATES
Glenworth Valley,lon:151.185,HAS_COORDINATES
Glossodia,suburb,IS_A
Glossodia,Australia,IS_LOCATED_IN
Glossodia,2828,HAS_POPULATION
Glossodia,2756,HAS_POSTCODE
Glossodia,lat:-33.5343,HAS_COORDINATES
Glossodia,lon:150.782,HAS_COORDINATES
Googong,suburb,IS_A
Googong,Australia,IS_LOCATED_IN
Googong,2690,HAS_POPULATION
Googong,2620,HAS_POSTCODE
Googong,lat:-35.4333,HAS_COORDINATES
Googong,lon:149.217,HAS_COORDINATES
Gordon,suburb,IS_A
Gordon,Australia,IS_LOCATED_IN
Gordon,7668,HAS_POPULATION
Gordon,2072,HAS_POSTCODE
Gordon,lat:-33.7573,HAS_COORDINATES
Gordon,lon:151.149,HAS_COORDINATES
Gorokan,suburb,IS_A
Gorokan,Australia,IS_LOCATED_IN
Gorokan,8367,HAS_POPULATION
Gorokan,2263,HAS_POSTCODE
Gorokan,lat:-33.257,HAS_COORDINATES
Gorokan,lon:151.518,HAS_COORDINATES
Gosforth,suburb,IS_A
Gosforth,Australia,IS_LOCATED_IN
Gosforth,84,HAS_POPULATION
Gosforth,2320,HAS_POSTCODE
Gosforth,lat:-32.6486,HAS_COORDINATES
Gosforth,lon:151.485,HAS_COORDINATES
Granville,suburb,IS_A
Granville,Australia,IS_LOCATED_IN
Granville,15332,HAS_POPULATION
Granville,2142,HAS_POSTCODE
Granville,lat:-33.8404,HAS_COORDINATES
Granville,lon:151.0079,HAS_COORDINATES
Grasmere,suburb,IS_A
Grasmere,geographic region,IS_A
Grasmere,Australia,IS_LOCATED_IN
Grasmere,1963,HAS_POPULATION
Grasmere,2570,HAS_POSTCODE
Grasmere,lat:-34.057,HAS_COORDINATES
Grasmere,lon:150.667,HAS_COORDINATES
Grays Point,suburb,IS_A
Grays Point,Australia,IS_LOCATED_IN
Grays Point,3125,HAS_POPULATION
Grays Point,2232,HAS_POSTCODE
Grays Point,lat:-34.0551,HAS_COORDINATES
Grays Point,lon:151.075,HAS_COORDINATES
Great Mackerel Beach,suburb,IS_A
Great Mackerel Beach,Australia,IS_LOCATED_IN
Great Mackerel Beach,36,HAS_POPULATION
Great Mackerel Beach,2108,HAS_POSTCODE
Great Mackerel Beach,lat:-33.5917,HAS_COORDINATES
Great Mackerel Beach,lon:151.301,HAS_COORDINATES
Green Point,suburb,IS_A
Green Point,Australia,IS_LOCATED_IN
Green Point,6405,HAS_POPULATION
Green Point,2251,HAS_POSTCODE
Green Point,lat:-33.465,HAS_COORDINATES
Green Point,lon:151.36,HAS_COORDINATES
Green Valley,suburb,IS_A
Green Valley,Australia,IS_LOCATED_IN
Green Valley,12516,HAS_POPULATION
Green Valley,2168,HAS_POSTCODE
Green Valley,lat:-33.906,HAS_COORDINATES
Green Valley,lon:150.867,HAS_COORDINATES
Greenfield Park,suburb,IS_A
Greenfield Park,Australia,IS_LOCATED_IN
Greenfield Park,5092,HAS_POPULATION
Greenfield Park,2176,HAS_POSTCODE
Greenfield Park,lat:-33.8768,HAS_COORDINATES
Greenfield Park,lon:150.888,HAS_COORDINATES
Greengrove,suburb,IS_A
Greengrove,Australia,IS_LOCATED_IN
Greengrove,20,HAS_POPULATION
Greengrove,2250,HAS_POSTCODE
Greengrove,lat:-33.39,HAS_COORDINATES
Greengrove,lon:151.143,HAS_COORDINATES
Greenleigh,suburb,IS_A
Greenleigh,Australia,IS_LOCATED_IN
Greenleigh,684,HAS_POPULATION
Greenleigh,2620,HAS_POSTCODE
Greenleigh,lat:-35.36111111,HAS_COORDINATES
Greenleigh,lon:149.25444444,HAS_COORDINATES
Greenwich,suburb,IS_A
Greenwich,Australia,IS_LOCATED_IN
Greenwich,5613,HAS_POPULATION
Greenwich,2065,HAS_POSTCODE
Greenwich,lat:-33.833,HAS_COORDINATES
Greenwich,lon:151.184,HAS_COORDINATES
Gregadoo,suburb,IS_A
Gregadoo,Australia,IS_LOCATED_IN
Gregadoo,239,HAS_POPULATION
Gregadoo,2650,HAS_POSTCODE
Gregadoo,lat:-35.2294,HAS_COORDINATES
Gregadoo,lon:147.423,HAS_COORDINATES
Gregory Hills,suburb,IS_A
Gregory Hills,Australia,IS_LOCATED_IN
Gregory Hills,4985,HAS_POPULATION
Gregory Hills,2557,HAS_POSTCODE
Gregory Hills,lat:-33.9917,HAS_COORDINATES
Gregory Hills,lon:150.767,HAS_COORDINATES
Greta,suburb,IS_A
Greta,Australia,IS_LOCATED_IN
Greta,2830,HAS_POPULATION
Greta,2334,HAS_POSTCODE
Greta,lat:-32.6872,HAS_COORDINATES
Greta,lon:151.384,HAS_COORDINATES
Grose Vale,suburb,IS_A
Grose Vale,Australia,IS_LOCATED_IN
Grose Vale,1265,HAS_POPULATION
Grose Vale,2753,HAS_POSTCODE
Grose Vale,lat:-33.584,HAS_COORDINATES
Grose Vale,lon:150.674,HAS_COORDINATES
Grose Wold,suburb,IS_A
Grose Wold,Australia,IS_LOCATED_IN
Grose Wold,635,HAS_POPULATION
Grose Wold,2753,HAS_POSTCODE
Grose Wold,lat:-33.5986,HAS_COORDINATES
Grose Wold,lon:150.685,HAS_COORDINATES
Guildford,suburb,IS_A
Guildford,Australia,IS_LOCATED_IN
Guildford,22331,HAS_POPULATION
Guildford,2161,HAS_POSTCODE
Guildford,lat:-33.85465,HAS_COORDINATES
Guildford,lon:150.98408055556,HAS_COORDINATES
Gumly Gumly,suburb,IS_A
Gumly Gumly,Australia,IS_LOCATED_IN
Gumly Gumly,312,HAS_POPULATION
Gumly Gumly,2652,HAS_POSTCODE
Gumly Gumly,lat:-35.1267,HAS_COORDINATES
Gumly Gumly,lon:147.428,HAS_COORDINATES
Gwandalan,suburb,IS_A
Gwandalan,Australia,IS_LOCATED_IN
Gwandalan,3273,HAS_POPULATION
Gwandalan,2259,HAS_POSTCODE
Gwandalan,lat:-33.132,HAS_COORDINATES
Gwandalan,lon:151.585,HAS_COORDINATES
Gwynneville,suburb,IS_A
Gwynneville,Australia,IS_LOCATED_IN
Gwynneville,3100,HAS_POPULATION
Gwynneville,2500,HAS_POSTCODE
Gwynneville,lat:-34.4161,HAS_COORDINATES
Gwynneville,lon:150.884,HAS_COORDINATES
Gymea,suburb,IS_A
Gymea,Australia,IS_LOCATED_IN
Gymea,7589,HAS_POPULATION
Gymea,2227,HAS_POSTCODE
Gymea,lat:-34.0333,HAS_COORDINATES
Gymea,lon:151.086,HAS_COORDINATES
Gymea Bay,suburb,IS_A
Gymea Bay,Australia,IS_LOCATED_IN
Gymea Bay,6892,HAS_POPULATION
Gymea Bay,2227,HAS_POSTCODE
Gymea Bay,lat:-34.0496,HAS_COORDINATES
Gymea Bay,lon:151.086,HAS_COORDINATES
Halekulani,suburb,IS_A
Halekulani,Australia,IS_LOCATED_IN
Halekulani,2538,HAS_POPULATION
Halekulani,2262,HAS_POSTCODE
Halekulani,lat:-33.219,HAS_COORDINATES
Halekulani,lon:151.551,HAS_COORDINATES
Hamilton,locality,IS_A
Hamilton,suburb,IS_A
Hamilton,Australia,IS_LOCATED_IN
Hamilton,4229,HAS_POPULATION
Hamilton,2303,HAS_POSTCODE
Hamilton,lat:-32.915,HAS_COORDINATES
Hamilton,lon:151.751,HAS_COORDINATES
Hamilton South,suburb,IS_A
Hamilton South,Australia,IS_LOCATED_IN
Hamilton South,3876,HAS_POPULATION
Hamilton South,2303,HAS_POSTCODE
Hamilton South,lat:-32.931,HAS_COORDINATES
Hamilton South,lon:151.751,HAS_COORDINATES
Hamlyn Terrace,suburb,IS_A
Hamlyn Terrace,Australia,IS_LOCATED_IN
Hamlyn Terrace,6069,HAS_POPULATION
Hamlyn Terrace,2259,HAS_POSTCODE
Hamlyn Terrace,lat:-33.255,HAS_COORDINATES
Hamlyn Terrace,lon:151.473,HAS_COORDINATES
Hassall Grove,suburb,IS_A
Hassall Grove,Australia,IS_LOCATED_IN
Hassall Grove,4505,HAS_POPULATION
Hassall Grove,2761,HAS_POSTCODE
Hassall Grove,lat:-33.7333,HAS_COORDINATES
Hassall Grove,lon:150.833,HAS_COORDINATES
Seven Hills,suburb,IS_A
Seven Hills,Australia,IS_LOCATED_IN
Seven Hills,19326,HAS_POPULATION
Seven Hills,2147,HAS_POSTCODE
Seven Hills,lat:-33.7777,HAS_COORDINATES
Seven Hills,lon:150.942,HAS_COORDINATES
Heatherbrae,suburb,IS_A
Heatherbrae,Australia,IS_LOCATED_IN
Heatherbrae,512,HAS_POPULATION
Heatherbrae,2324,HAS_POSTCODE
Heatherbrae,lat:-32.7817,HAS_COORDINATES
Heatherbrae,lon:151.734,HAS_COORDINATES
Hebersham,suburb,IS_A
Hebersham,Australia,IS_LOCATED_IN
Hebersham,5685,HAS_POPULATION
Hebersham,2770,HAS_POSTCODE
Hebersham,lat:-33.7527,HAS_COORDINATES
Hebersham,lon:150.983,HAS_COORDINATES
Heckenberg,suburb,IS_A
Heckenberg,Australia,IS_LOCATED_IN
Heckenberg,3094,HAS_POPULATION
Heckenberg,2168,HAS_POSTCODE
Heckenberg,lat:-33.9107,HAS_COORDINATES
Heckenberg,lon:150.889,HAS_COORDINATES
Hillsborough,suburb,IS_A
Hillsborough,Australia,IS_LOCATED_IN
Hillsborough,652,HAS_POPULATION
Hillsborough,2290,HAS_POSTCODE
Hillsborough,lat:-32.949,HAS_COORDINATES
Hillsborough,lon:151.668,HAS_COORDINATES
Hinchinbrook,suburb,IS_A
Hinchinbrook,Australia,IS_LOCATED_IN
Hinchinbrook,11222,HAS_POPULATION
Hinchinbrook,2168,HAS_POSTCODE
Hinchinbrook,lat:-33.915,HAS_COORDINATES
Hinchinbrook,lon:150.868,HAS_COORDINATES
Lucas Heights,suburb,IS_A
Lucas Heights,Australia,IS_LOCATED_IN
Lucas Heights,0,HAS_POPULATION
Lucas Heights,2234,HAS_POSTCODE
Lucas Heights,lat:-34.049,HAS_COORDINATES
Lucas Heights,lon:150.975,HAS_COORDINATES
Hobartville,suburb,IS_A
Hobartville,Australia,IS_LOCATED_IN
Hobartville,2744,HAS_POPULATION
Hobartville,2753,HAS_POSTCODE
Hobartville,lat:-33.6046,HAS_COORDINATES
Hobartville,lon:150.743,HAS_COORDINATES
Holmesville,suburb,IS_A
Holmesville,Australia,IS_LOCATED_IN
Holmesville,1365,HAS_POPULATION
Holmesville,2286,HAS_POSTCODE
Holmesville,lat:-32.915,HAS_COORDINATES
Holmesville,lon:151.568,HAS_COORDINATES
Homebush West,suburb,IS_A
Homebush West,Australia,IS_LOCATED_IN
Homebush West,8609,HAS_POPULATION
Homebush West,2140,HAS_POSTCODE
Homebush West,lat:-33.868,HAS_COORDINATES
Homebush West,lon:151.071,HAS_COORDINATES
Horningsea Park,suburb,IS_A
Horningsea Park,Australia,IS_LOCATED_IN
Horningsea Park,3729,HAS_POPULATION
Horningsea Park,2171,HAS_POSTCODE
Horningsea Park,lat:-33.944,HAS_COORDINATES
Horningsea Park,lon:150.844,HAS_COORDINATES
Horsfield Bay,suburb,IS_A
Horsfield Bay,Australia,IS_LOCATED_IN
Horsfield Bay,544,HAS_POPULATION
Horsfield Bay,2256,HAS_POSTCODE
Horsfield Bay,lat:-33.492,HAS_COORDINATES
Horsfield Bay,lon:151.304,HAS_COORDINATES
Horsley,suburb,IS_A
Horsley,Australia,IS_LOCATED_IN
Horsley,8221,HAS_POPULATION
Horsley,2530,HAS_POSTCODE
Horsley,lat:-34.4833,HAS_COORDINATES
Horsley,lon:150.767,HAS_COORDINATES
Horsley Park,suburb,IS_A
Horsley Park,Australia,IS_LOCATED_IN
Horsley Park,1837,HAS_POPULATION
Horsley Park,2175,HAS_POSTCODE
Horsley Park,lat:-33.8583,HAS_COORDINATES
Horsley Park,lon:150.855,HAS_COORDINATES
Horsley Park,lat:-33.84322,HAS_COORDINATES
Horsley Park,lon:150.84889,HAS_COORDINATES
Hunters Hill,suburb,IS_A
Hunters Hill,Australia,IS_LOCATED_IN
Hunters Hill,9528,HAS_POPULATION
Hunters Hill,2110,HAS_POSTCODE
Hunters Hill,lat:-33.8337,HAS_COORDINATES
Hunters Hill,lon:151.144,HAS_COORDINATES
Huntingwood,suburb,IS_A
Huntingwood,Australia,IS_LOCATED_IN
Huntingwood,0,HAS_POPULATION
Huntingwood,2148,HAS_POSTCODE
Huntingwood,lat:-33.799,HAS_COORDINATES
Huntingwood,lon:150.885,HAS_COORDINATES
Huntleys Point,suburb,IS_A
Huntleys Point,Australia,IS_LOCATED_IN
Huntleys Point,144,HAS_POPULATION
Huntleys Point,2111,HAS_POSTCODE
Huntleys Point,lat:-33.839,HAS_COORDINATES
Huntleys Point,lon:151.147,HAS_COORDINATES
Huntleys Point,lat:-33.84046,HAS_COORDINATES
Huntleys Point,lon:151.14016,HAS_COORDINATES
Hyams Beach,suburb,IS_A
Hyams Beach,Australia,IS_LOCATED_IN
Hyams Beach,112,HAS_POPULATION
Hyams Beach,2540,HAS_POSTCODE
Hyams Beach,lat:-35.10025,HAS_COORDINATES
Hyams Beach,lon:150.69191,HAS_COORDINATES
Hyams Beach,lat:-35.0985,HAS_COORDINATES
Hyams Beach,lon:150.7012,HAS_COORDINATES
Illawong,suburb,IS_A
Illawong,Australia,IS_LOCATED_IN
Illawong,7271,HAS_POPULATION
Illawong,2234,HAS_POSTCODE
Illawong,lat:-34.0006,HAS_COORDINATES
Illawong,lon:151.036,HAS_COORDINATES
Ingleburn,suburb,IS_A
Ingleburn,Australia,IS_LOCATED_IN
Ingleburn,15039,HAS_POPULATION
Ingleburn,2565,HAS_POSTCODE
Ingleburn,lat:-33.9856,HAS_COORDINATES
Ingleburn,lon:150.854,HAS_COORDINATES
Ingleside,suburb,IS_A
Ingleside,Australia,IS_LOCATED_IN
Ingleside,974,HAS_POPULATION
Ingleside,2101,HAS_POSTCODE
Ingleside,lat:-33.6823,HAS_COORDINATES
Ingleside,lon:151.263,HAS_COORDINATES
Ingleside,lat:-33.68462,HAS_COORDINATES
Ingleside,lon:151.26354,HAS_COORDINATES
Islington,suburb,IS_A
Islington,Australia,IS_LOCATED_IN
Islington,1883,HAS_POPULATION
Islington,2296,HAS_POSTCODE
Islington,lat:-32.9158,HAS_COORDINATES
Islington,lon:151.746,HAS_COORDINATES
Jamisontown,suburb,IS_A
Jamisontown,Australia,IS_LOCATED_IN
Jamisontown,5500,HAS_POPULATION
Jamisontown,2750,HAS_POSTCODE
Jamisontown,lat:-33.7683,HAS_COORDINATES
Jamisontown,lon:150.672,HAS_COORDINATES
Jannali,suburb,IS_A
Jannali,Australia,IS_LOCATED_IN
Jannali,6184,HAS_POPULATION
Jannali,2226,HAS_POSTCODE
Jannali,lat:-34.0169,HAS_COORDINATES
Jannali,lon:151.065,HAS_COORDINATES
Jilliby,suburb,IS_A
Jilliby,Australia,IS_LOCATED_IN
Jilliby,1646,HAS_POPULATION
Jilliby,2259,HAS_POSTCODE
Jilliby,lat:-33.249,HAS_COORDINATES
Jilliby,lon:151.385,HAS_COORDINATES
Monterey,suburb,IS_A
Monterey,Australia,IS_LOCATED_IN
Monterey,4532,HAS_POPULATION
Monterey,2217,HAS_POSTCODE
Monterey,lat:-33.9738,HAS_COORDINATES
Monterey,lon:151.148,HAS_COORDINATES
Waterfall,suburb,IS_A
Waterfall,Australia,IS_LOCATED_IN
Waterfall,494,HAS_POPULATION
Waterfall,2233,HAS_POSTCODE
Waterfall,lat:-34.1333,HAS_COORDINATES
Waterfall,lon:151,HAS_COORDINATES
Pennant Hills,suburb,IS_A
Pennant Hills,Australia,IS_LOCATED_IN
Pennant Hills,7287,HAS_POPULATION
Pennant Hills,2120,HAS_POSTCODE
Pennant Hills,lat:-33.7424,HAS_COORDINATES
Pennant Hills,lon:151.066,HAS_COORDINATES
Sefton,suburb,IS_A
Sefton,Australia,IS_LOCATED_IN
Sefton,5808,HAS_POPULATION
Sefton,2162,HAS_POSTCODE
Sefton,lat:-33.8884,HAS_COORDINATES
Sefton,lon:151.007,HAS_COORDINATES
Rozelle,suburb,IS_A
Rozelle,Australia,IS_LOCATED_IN
Rozelle,8725,HAS_POPULATION
Rozelle,2039,HAS_POSTCODE
Rozelle,lat:-33.8649,HAS_COORDINATES
Rozelle,lon:151.167,HAS_COORDINATES
Riverview,suburb,IS_A
Riverview,Australia,IS_LOCATED_IN
Riverview,3354,HAS_POPULATION
Riverview,2066,HAS_POSTCODE
Riverview,lat:-33.8247,HAS_COORDINATES
Riverview,lon:151.162,HAS_COORDINATES
Riverwood,suburb,IS_A
Riverwood,Australia,IS_LOCATED_IN
Riverwood,12103,HAS_POPULATION
Riverwood,2210,HAS_POSTCODE
Riverwood,lat:-33.95,HAS_COORDINATES
Riverwood,lon:151.05,HAS_COORDINATES
Roselands,suburb,IS_A
Roselands,Australia,IS_LOCATED_IN
Roselands,11579,HAS_POPULATION
Roselands,2196,HAS_POSTCODE
Roselands,lat:-33.9317,HAS_COORDINATES
Roselands,lon:151.085,HAS_COORDINATES
Punchbowl,suburb,IS_A
Punchbowl,Australia,IS_LOCATED_IN
Punchbowl,20236,HAS_POPULATION
Punchbowl,2196,HAS_POSTCODE
Punchbowl,lat:-33.9333,HAS_COORDINATES
Punchbowl,lon:151.05,HAS_COORDINATES
Mortlake,suburb,IS_A
Mortlake,Australia,IS_LOCATED_IN
Mortlake,1063,HAS_POPULATION
Mortlake,2137,HAS_POSTCODE
Mortlake,lat:-33.8437,HAS_COORDINATES
Mortlake,lon:151.106,HAS_COORDINATES
Tempe,suburb,IS_A
Tempe,Australia,IS_LOCATED_IN
Tempe,3556,HAS_POPULATION
Tempe,2044,HAS_POSTCODE
Tempe,lat:-33.9252,HAS_COORDINATES
Tempe,lon:151.158,HAS_COORDINATES
South Hurstville,suburb,IS_A
South Hurstville,Australia,IS_LOCATED_IN
South Hurstville,5147,HAS_POPULATION
South Hurstville,2221,HAS_POSTCODE
South Hurstville,lat:-33.98,HAS_COORDINATES
South Hurstville,lon:151.104,HAS_COORDINATES
Hurstville Grove,suburb,IS_A
Hurstville Grove,Australia,IS_LOCATED_IN
Hurstville Grove,2663,HAS_POPULATION
Hurstville Grove,2220,HAS_POSTCODE
Hurstville Grove,lat:-33.9797,HAS_COORDINATES
Hurstville Grove,lon:151.093,HAS_COORDINATES
Potts Hill,suburb,IS_A
Potts Hill,Australia,IS_LOCATED_IN
Potts Hill,893,HAS_POPULATION
Potts Hill,2143,HAS_POSTCODE
Potts Hill,lat:-33.89,HAS_COORDINATES
Potts Hill,lon:151.03,HAS_COORDINATES
Lakemba,suburb,IS_A
Lakemba,Australia,IS_LOCATED_IN
Lakemba,17023,HAS_POPULATION
Lakemba,2195,HAS_POSTCODE
Lakemba,lat:-33.9317,HAS_COORDINATES
Lakemba,lon:151.085,HAS_COORDINATES
Kings Langley,suburb,IS_A
Kings Langley,Australia,IS_LOCATED_IN
Kings Langley,9353,HAS_POPULATION
Kings Langley,2147,HAS_POSTCODE
Kings Langley,lat:-33.75,HAS_COORDINATES
Kings Langley,lon:150.917,HAS_COORDINATES
St Peters,suburb,IS_A
St Peters,Australia,IS_LOCATED_IN
St Peters,3145,HAS_POPULATION
St Peters,2044,HAS_POSTCODE
St Peters,lat:-33.9095,HAS_COORDINATES
St Peters,lon:151.177,HAS_COORDINATES
St Leonards,suburb,IS_A
St Leonards,Australia,IS_LOCATED_IN
St Leonards,5495,HAS_POPULATION
St Leonards,2065,HAS_POSTCODE
St Leonards,lat:-33.8261,HAS_COORDINATES
St Leonards,lon:151.19,HAS_COORDINATES
Kingsgrove,suburb,IS_A
Kingsgrove,Australia,IS_LOCATED_IN
Kingsgrove,12446,HAS_POPULATION
Kingsgrove,2208,HAS_POSTCODE
Kingsgrove,lat:-33.9391,HAS_COORDINATES
Kingsgrove,lon:151.101,HAS_COORDINATES
Kogarah Bay,suburb,IS_A
Kogarah Bay,Australia,IS_LOCATED_IN
Kogarah Bay,2022,HAS_POPULATION
Kogarah Bay,2217,HAS_POSTCODE
Kogarah Bay,lat:-33.9834,HAS_COORDINATES
Kogarah Bay,lon:151.122,HAS_COORDINATES
Kogarah Bay,lat:-33.97951,HAS_COORDINATES
Kogarah Bay,lon:151.12119,HAS_COORDINATES
Woolwich,suburb,IS_A
Woolwich,Australia,IS_LOCATED_IN
Woolwich,814,HAS_POPULATION
Woolwich,2110,HAS_POSTCODE
Woolwich,lat:-33.8417,HAS_COORDINATES
Woolwich,lon:151.17,HAS_COORDINATES
Sans Souci,suburb,IS_A
Sans Souci,Australia,IS_LOCATED_IN
Sans Souci,10304,HAS_POPULATION
Sans Souci,2219,HAS_POSTCODE
Sans Souci,lat:-33.989,HAS_COORDINATES
Sans Souci,lon:151.139,HAS_COORDINATES
Turrella,suburb,IS_A
Turrella,Australia,IS_LOCATED_IN
Turrella,2511,HAS_POPULATION
Turrella,2205,HAS_POSTCODE
Turrella,lat:-33.933,HAS_COORDINATES
Turrella,lon:151.141,HAS_COORDINATES
Sydenham,suburb,IS_A
Sydenham,Australia,IS_LOCATED_IN
Sydenham,1145,HAS_POPULATION
Sydenham,2044,HAS_POSTCODE
Sydenham,lat:-33.9181,HAS_COORDINATES
Sydenham,lon:151.163,HAS_COORDINATES
Kyle Bay,suburb,IS_A
Kyle Bay,Australia,IS_LOCATED_IN
Kyle Bay,1035,HAS_POPULATION
Kyle Bay,2221,HAS_POSTCODE
Kyle Bay,lat:-33.9892,HAS_COORDINATES
Kyle Bay,lon:151.095,HAS_COORDINATES
Kanahooka,suburb,IS_A
Kanahooka,Australia,IS_LOCATED_IN
Kanahooka,5575,HAS_POPULATION
Kanahooka,2530,HAS_POSTCODE
Kanahooka,lat:-34.4917,HAS_COORDINATES
Kanahooka,lon:150.808,HAS_COORDINATES
Kangaroo Point,suburb,IS_A
Kangaroo Point,Australia,IS_LOCATED_IN
Kangaroo Point,560,HAS_POPULATION
Kangaroo Point,2224,HAS_POSTCODE
Kangaroo Point,lat:-34.002,HAS_COORDINATES
Kangaroo Point,lon:151.096,HAS_COORDINATES
Kangy Angy,suburb,IS_A
Kangy Angy,Australia,IS_LOCATED_IN
Kangy Angy,306,HAS_POPULATION
Kangy Angy,2258,HAS_POSTCODE
Kangy Angy,lat:-33.324,HAS_COORDINATES
Kangy Angy,lon:151.385,HAS_COORDINATES
Kanwal,suburb,IS_A
Kanwal,Australia,IS_LOCATED_IN
Kanwal,4099,HAS_POPULATION
Kanwal,2259,HAS_POSTCODE
Kanwal,lat:-33.265,HAS_COORDINATES
Kanwal,lon:151.485,HAS_COORDINATES
Kareela,suburb,IS_A
Kareela,Australia,IS_LOCATED_IN
Kareela,3459,HAS_POPULATION
Kareela,2232,HAS_POSTCODE
Kareela,lat:-34.015,HAS_COORDINATES
Kareela,lon:151.08,HAS_COORDINATES
Kearns,suburb,IS_A
Kearns,Australia,IS_LOCATED_IN
Kearns,2745,HAS_POPULATION
Kearns,2558,HAS_POSTCODE
Kearns,lat:-34.0237,HAS_COORDINATES
Kearns,lon:150.806,HAS_COORDINATES
Kellyville,suburb,IS_A
Kellyville,Australia,IS_LOCATED_IN
Kellyville,27971,HAS_POPULATION
Kellyville,2155,HAS_POSTCODE
Kellyville,lat:-33.7105,HAS_COORDINATES
Kellyville,lon:150.951,HAS_COORDINATES
Kellyville Ridge,suburb,IS_A
Kellyville Ridge,Australia,IS_LOCATED_IN
Kellyville Ridge,10468,HAS_POPULATION
Kellyville Ridge,2155,HAS_POSTCODE
Kellyville Ridge,lat:-33.703,HAS_COORDINATES
Kellyville Ridge,lon:150.919,HAS_COORDINATES
Kembla Heights,locality,IS_A
Kembla Heights,suburb,IS_A
Kembla Heights,Australia,IS_LOCATED_IN
Kembla Heights,119,HAS_POPULATION
Kembla Heights,2526,HAS_POSTCODE
Kembla Heights,lat:-34.4306,HAS_COORDINATES
Kembla Heights,lon:150.807,HAS_COORDINATES
Kemblawarra,suburb,IS_A
Kemblawarra,Australia,IS_LOCATED_IN
Kemblawarra,2505,HAS_POSTCODE
Kemblawarra,lat:-34.4917,HAS_COORDINATES
Kemblawarra,lon:150.892,HAS_COORDINATES
Kenthurst,suburb,IS_A
Kenthurst,Australia,IS_LOCATED_IN
Kenthurst,5037,HAS_POPULATION
Kenthurst,2156,HAS_POSTCODE
Kenthurst,lat:-33.6693,HAS_COORDINATES
Kenthurst,lon:151.002,HAS_COORDINATES
Eastwood,suburb,IS_A
Eastwood,Australia,IS_LOCATED_IN
Eastwood,17865,HAS_POPULATION
