subject,object,predicate
Aramco Training Services Company,petroleum industry,IN_INDUSTRY
Aramco Training Services Company,company,IS_A
Ascom Group,business,IS_A
Ascom Group,petroleum industry,IN_INDUSTRY
Asiatic Petroleum Company,petroleum industry,IN_INDUSTRY
Associated Oil Company,business,IS_A
Associated Oil Company,petroleum industry,IN_INDUSTRY
Astral Oil Works,company,IS_A
Astral Oil Works,petroleum industry,IN_INDUSTRY
Astral Oil Works,company,IS_A
Athabasca Oil Corporation,business,IS_A
Athabasca Oil Corporation,petroleum industry,IN_INDUSTRY
Athabasca Oil Corporation,Toronto Stock Exchange,TRADES_ON
Atlantic LNG,energy company,IS_A
Atlantic LNG,producer,IS_A
Atlantic LNG,petroleum industry,IN_INDUSTRY
Atlantic Petroleum,petroleum industry,IN_INDUSTRY
Attock Petroleum,business,IS_A
Attock Petroleum,petroleum industry,IN_INDUSTRY
Attock Refinery,business,IS_A
Attock Refinery,petroleum industry,IN_INDUSTRY
Auckland Gas Company,petroleum industry,IN_INDUSTRY
BJ Services Company,business,IS_A
BJ Services Company,petroleum industry,IN_INDUSTRY
BNK Petroleum,business,IS_A
BNK Petroleum,petroleum industry,IN_INDUSTRY
BNK Petroleum,Toronto Stock Exchange,TRADES_ON
BP Canada,business,IS_A
BP Canada,petroleum industry,IN_INDUSTRY
Bangladesh Petroleum Corporation,business,IS_A
Bangladesh Petroleum Corporation,petroleum industry,IN_INDUSTRY
Bankers Petroleum,business,IS_A
Bankers Petroleum,petroleum industry,IN_INDUSTRY
Bankers Petroleum,Toronto Stock Exchange,TRADES_ON
Barauni Refinery,petroleum industry,IN_INDUSTRY
Barbados National Oil Company Limited,business,IS_A
Barbados National Oil Company Limited,petroleum industry,IN_INDUSTRY
Baytex Energy,business,IS_A
Baytex Energy,petroleum industry,IN_INDUSTRY
Baytex Energy,New York Stock Exchange,TRADES_ON
Baytex Energy,Toronto Stock Exchange,TRADES_ON
Beach Energy,business,IS_A
Beach Energy,petroleum industry,IN_INDUSTRY
Behran Oil Company,business,IS_A
Behran Oil Company,petroleum industry,IN_INDUSTRY
Behran Oil Company,Tehran Stock Exchange,TRADES_ON
Bharat Oman Refinery Limited,business,IS_A
Bharat Oman Refinery Limited,petroleum industry,IN_INDUSTRY
Bill Barrett Corporation,business,IS_A
Bill Barrett Corporation,petroleum industry,IN_INDUSTRY
Bill Barrett Corporation,New York Stock Exchange,TRADES_ON
Billings Refinery,petroleum industry,IN_INDUSTRY
Bitumount,petroleum industry,IN_INDUSTRY
Bongaigaon Refinery and Petrochemicals Limited,business,IS_A
Bongaigaon Refinery and Petrochemicals Limited,petroleum industry,IN_INDUSTRY
'Bonnett''s Energy',business,IS_A
'Bonnett''s Energy',petroleum industry,IN_INDUSTRY
'Bonnett''s Energy',Toronto Stock Exchange,TRADES_ON
Borouge,business,IS_A
Borouge,petroleum industry,IN_INDUSTRY
Borouge,ADNOC,OWNED_BY
Bosphorus Gaz Corporation,business,IS_A
Bosphorus Gaz Corporation,petroleum industry,IN_INDUSTRY
Braspetro,business,IS_A
Braspetro,petroleum industry,IN_INDUSTRY
British Pipeline Agency,petroleum industry,IN_INDUSTRY
Britoil,business,IS_A
Britoil,petroleum industry,IN_INDUSTRY
Statoil Fuel & Retail,business,IS_A
Statoil Fuel & Retail,petroleum industry,IN_INDUSTRY
Statoil Fuel & Retail,Alimentation Couche-Tard,OWNED_BY
Bulgargaz,business,IS_A
Bulgargaz,petroleum industry,IN_INDUSTRY
Bulgartransgaz,business,IS_A
Bulgartransgaz,petroleum industry,IN_INDUSTRY
Bunker Oil,business,IS_A
Bunker Oil,petroleum industry,IN_INDUSTRY
Burford v. Sun Oil Co.,legal case,IS_A
Burford v. Sun Oil Co.,petroleum industry,IN_INDUSTRY
Burlington Resources,business,IS_A
Burlington Resources,petroleum industry,IN_INDUSTRY
Burren Energy,petroleum industry,IN_INDUSTRY
Cairn India,business,IS_A
Cairn India,petroleum industry,IN_INDUSTRY
Calor Gas,business,IS_A
Calor Gas,petroleum industry,IN_INDUSTRY
Caribbean Petroleum Corporation,business,IS_A
Caribbean Petroleum Corporation,petroleum industry,IN_INDUSTRY
Caspian International Petroleum Company,business,IS_A
Caspian International Petroleum Company,petroleum industry,IN_INDUSTRY
Castrol India,business,IS_A
Castrol India,petroleum industry,IN_INDUSTRY
Castrol India,BP,OWNED_BY
Central Energy Italian Gas Holding,petroleum industry,IN_INDUSTRY
Ceylon Petroleum Corporation,business,IS_A
Ceylon Petroleum Corporation,petroleum industry,IN_INDUSTRY
Challenger LTD,business,IS_A
Challenger LTD,petroleum industry,IN_INDUSTRY
Charles Pratt and Company,petroleum industry,IN_INDUSTRY
Chennai Petroleum Corporation,government-owned corporation,IS_A
Chennai Petroleum Corporation,petroleum industry,IN_INDUSTRY
Chesebrough Manufacturing Company,petroleum industry,IN_INDUSTRY
Chevron Phillips Chemical,business,IS_A
Chevron Phillips Chemical,enterprise,IS_A
Chevron Phillips Chemical,petroleum industry,IN_INDUSTRY
Chevron Phillips Chemical,limited liability company,IS_A
Chevron Phillips Chemical,Chevron Corporation,OWNED_BY
Chevron Phillips Chemical,Phillips 66,OWNED_BY
China BlueChemical,business,IS_A
China BlueChemical,petroleum industry,IN_INDUSTRY
China BlueChemical,Hong Kong Stock Exchange,TRADES_ON
China BlueChemical,CNOOC Limited,OWNED_BY
China Clean Energy,business,IS_A
China Clean Energy,petroleum industry,IN_INDUSTRY
China Oilfield Services,business,IS_A
China Oilfield Services,petroleum industry,IN_INDUSTRY
China Oilfield Services,Shanghai Stock Exchange,TRADES_ON
China Oilfield Services,Hong Kong Stock Exchange,TRADES_ON
China Resources Petroleum Company Limited,business,IS_A
China Resources Petroleum Company Limited,petroleum industry,IN_INDUSTRY
China United Coalbed Methane,government-owned corporation,IS_A
China United Coalbed Methane,petroleum industry,IN_INDUSTRY
Coastal Corporation,business,IS_A
Coastal Corporation,petroleum industry,IN_INDUSTRY
Coffeyville Resources,petroleum industry,IN_INDUSTRY
Colony Shale Oil Project,petroleum industry,IN_INDUSTRY
Commonwealth Oil Refineries,subsidiary company,IS_A
Commonwealth Oil Refineries,petroleum industry,IN_INDUSTRY
'Commonwealth Oil Refining Company, Inc.',petroleum industry,IN_INDUSTRY
Compañía Logística de Hidrocarburos,business,IS_A
Compañía Logística de Hidrocarburos,petroleum industry,IN_INDUSTRY
